trip_id,ft_cnt_vehicle_deaccel_val,ft_sum_hard_brakes_10_flg_val,ft_sum_hard_brakes_3_flg_val,ft_sum_time_deaccel_val,ft_cnt_vehicle_accel_val,ft_sum_hard_accel_10_flg_val,ft_sum_hard_accel_3_flg_val,ft_sum_time_accel_val
0c8a14f88ce746e1a5f5646c237b145d,992.0,28.0,642.0,1482.0,992.0,25.0,653.0,1508.0
0d1c903d44d34358a1350efd9a63563d,1852.0,1.0,567.0,2765.0,1852.0,1.0,564.0,2750.0
0d1dd09f336e4710bb425597b87a4faa,1212.0,106.0,788.0,1822.0,1212.0,100.0,822.0,1822.0
0d1eb401d81d4ddabbd21c9c5a42b49c,1664.0,14.0,959.0,2493.0,1664.0,13.0,921.0,2538.0
0d23220139c94b6693003f3733074629,471.0,0.0,269.0,736.0,471.0,6.0,258.0,727.0
0d446eafb4b24fba8fae5893b14751c4,989.0,6.0,589.0,1481.0,989.0,11.0,579.0,1487.0
0d5435f0034949a8a2038d4b49ea02e6,1692.0,15.0,913.0,2587.0,1692.0,6.0,948.0,2564.0
0d7ceed7f09f45f1bc9a3a5ffc6b7e9d,2543.0,12.0,1443.0,3825.0,2543.0,18.0,1433.0,3836.0
0d900e3102bc4adda5502cf1ccb7707c,133.0,3.0,70.0,192.0,133.0,4.0,66.0,193.0
0dc2f083ef074335ab3c6f4977982f6e,660.0,1.0,313.0,960.0,660.0,3.0,298.0,989.0
0e021caa10624974a7cb821828f8c4cb,586.0,1.0,229.0,873.0,586.0,1.0,226.0,890.0
0e08a12a3b994583bc77a8d6211943c2,2229.0,69.0,1444.0,3339.0,2229.0,71.0,1442.0,3363.0
0e24104cf5a14ab7903d698bc1e6265e,1123.0,1.0,454.0,1714.0,1123.0,3.0,456.0,1663.0
0e62d467adb54a0abf763543b0886f00,2150.0,0.0,666.0,3262.0,2150.0,1.0,670.0,3293.0
0e95c2ceb05e4b1e91bbf29eaa1ad6f4,1512.0,128.0,952.0,2224.0,1512.0,109.0,998.0,2262.0
0eb8f1e820294cf98f1668488c0798ed,1444.0,16.0,824.0,2164.0,1444.0,16.0,823.0,2130.0
0f4eb908c0d347ccaf573e031b5838f0,1991.0,3.0,807.0,2991.0,1991.0,1.0,809.0,2976.0
0f77b88cd738423a8b3016960207423b,1686.0,7.0,916.0,2508.0,1686.0,15.0,916.0,2483.0
0f9748906ac94494be6893d44d2d7525,1103.0,5.0,649.0,1653.0,1103.0,8.0,639.0,1647.0
0fe1020e2da9420e954dae2904303974,2356.0,1.0,713.0,3511.0,2356.0,1.0,703.0,3525.0
103401f7d8a147df86a928c89cdd03c6,3493.0,1.0,715.0,5187.0,3493.0,1.0,683.0,5270.0
103931e7a5e6403c8b88ee3d284664ea,134.0,1.0,44.0,203.0,134.0,1.0,39.0,190.0
104cc844ae914e5989ac03e294aad413,381.0,9.0,220.0,549.0,381.0,8.0,207.0,595.0
1051d710fa114a5f9be7f4ef34b18a62,1248.0,66.0,832.0,1909.0,1248.0,61.0,826.0,1878.0
106faed1934c49bc9a8a6507363e676d,2888.0,215.0,1905.0,4289.0,2888.0,199.0,1885.0,4377.0
10793b8a13a046b4872bef354021bcb2,1759.0,2.0,856.0,2627.0,1759.0,3.0,854.0,2657.0
1080960e96f1447baac0b47d5a7a6cf6,342.0,18.0,215.0,522.0,342.0,15.0,243.0,513.0
108cbc6b3e394f4a910248185883ca17,963.0,9.0,534.0,1446.0,963.0,5.0,550.0,1443.0
1096a786b76140909b47a8fd25b9b0d8,2869.0,2.0,1156.0,4232.0,2869.0,1.0,1147.0,4261.0
11417047c8cc471a9419da1374d442c1,2500.0,44.0,1536.0,3812.0,2500.0,35.0,1514.0,3797.0
1165aad3187042abab3ae8db5e50b829,1753.0,0.0,343.0,2625.0,1753.0,1.0,315.0,2615.0
117f318b5772453790675133bd8fbe2a,2569.0,111.0,1733.0,3877.0,2569.0,118.0,1735.0,3854.0
11be637c9db648899e24748c8b79da4b,1978.0,215.0,1310.0,2947.0,1978.0,203.0,1314.0,2892.0
1200c325cdb545abb0d018bd787f163c,3101.0,4.0,1542.0,4602.0,3101.0,5.0,1569.0,4699.0
1220d643d50c4cdebe02ea712fc99f46,1905.0,138.0,1296.0,2885.0,1905.0,155.0,1275.0,2833.0
125e18b7f71b494a9b83972a886e4208,2561.0,124.0,1679.0,3871.0,2561.0,130.0,1679.0,3872.0
128cdbd6b4e24669a523e2c5cbf6a1d0,1932.0,14.0,1073.0,2900.0,1932.0,15.0,1087.0,2857.0
12d70e0bfae24e3fbce6af4599528e27,2669.0,3.0,1287.0,4013.0,2669.0,4.0,1284.0,3946.0
12ebda7f598a401eb2bfd318355104bd,3518.0,27.0,1929.0,5274.0,3518.0,26.0,1929.0,5203.0
12f0b0232bd54af19644b62715adda83,2057.0,45.0,1245.0,3022.0,2057.0,35.0,1237.0,3056.0
12fe74ac60204be4a47b6e24df86ce99,449.0,14.0,310.0,666.0,449.0,22.0,294.0,666.0
137610fca6804dbc8ac9576bdf774238,1232.0,10.0,661.0,1896.0,1232.0,12.0,682.0,1882.0
1398ead719cf494ea8e85a7f2d94cc6d,598.0,0.0,231.0,874.0,598.0,1.0,243.0,873.0
13a8ac0d28024245bf1cfe07af6235f0,355.0,11.0,225.0,520.0,355.0,10.0,228.0,543.0
13f96f807f814a12b27876b4f726d605,3227.0,53.0,1967.0,4928.0,3227.0,54.0,1964.0,4869.0
1427555ffe674cb1a48b3ba11ce10ad8,1824.0,1.0,356.0,2730.0,1824.0,1.0,362.0,2731.0
14307f750b3145d9960e10b8973b55ac,1855.0,139.0,1243.0,2778.0,1855.0,138.0,1217.0,2793.0
1457db191f6c4df687fe48c51d6c9c9c,3029.0,230.0,1990.0,4570.0,3029.0,238.0,2001.0,4496.0
147e43d530b140c1b76e4dbf250a8fda,950.0,1.0,286.0,1442.0,950.0,1.0,301.0,1434.0
14df864efb334052b923edb1803413e0,2487.0,6.0,1179.0,3719.0,2487.0,5.0,1185.0,3693.0
152514dcf3514838ba11bcc5a2542c3a,1263.0,1.0,384.0,1941.0,1263.0,1.0,380.0,1849.0
152af94305154e5681323461de8e4ce6,801.0,0.0,255.0,1235.0,801.0,1.0,253.0,1216.0
15389f93e6d641fb845373bc994c2968,1974.0,30.0,1184.0,2928.0,1974.0,31.0,1208.0,2963.0
153e74f7bf644d07acab60e68302a42b,287.0,1.0,51.0,446.0,287.0,1.0,56.0,419.0
15406d8d67a047b9a9978a0036136a34,1800.0,104.0,1195.0,2685.0,1800.0,96.0,1199.0,2745.0
15b56ace74f745ceb3ba1b64b2c7195f,1365.0,144.0,893.0,2042.0,1365.0,135.0,912.0,2044.0
15d2ba4e981b472dba8a5bb092012236,576.0,12.0,357.0,859.0,576.0,11.0,334.0,876.0
15e74a3c82f14f158e86a73532d80232,1387.0,12.0,773.0,2082.0,1387.0,10.0,788.0,2101.0
161b3819bdbf4476bc5dd927056070cc,1857.0,4.0,963.0,2774.0,1857.0,4.0,904.0,2824.0
165ce87f9c9a4e93a7a22c8ac680540a,1540.0,111.0,1010.0,2352.0,1540.0,127.0,1035.0,2323.0
175c28e18ffd40da8b88e82137228abb,998.0,56.0,661.0,1435.0,998.0,53.0,653.0,1509.0
17708f0fb6e14303920b4129768b12c9,2436.0,5.0,1190.0,3672.0,2436.0,6.0,1163.0,3688.0
179cef92eebd45f3abaea27d7e83611a,35.0,0.0,13.0,57.0,35.0,1.0,12.0,52.0
179fba5a7d3846a5b952c2e801889c73,1433.0,75.0,926.0,2145.0,1433.0,78.0,947.0,2103.0
17cb1ae286f14542ab6eedb1b6599049,2375.0,1.0,735.0,3574.0,2375.0,1.0,710.0,3560.0
18716fe5bab94942a72ed129555e7585,2896.0,151.0,1948.0,4289.0,2896.0,169.0,1893.0,4401.0
19113be75aff42feb2cba01b6429b788,1019.0,5.0,562.0,1562.0,1019.0,10.0,569.0,1498.0
1922329f565b4e38a68a80c650a072c5,2075.0,168.0,1363.0,3092.0,2075.0,144.0,1423.0,3084.0
192637d8a8a841dd85942a5ada12c50a,2346.0,143.0,1530.0,3482.0,2346.0,107.0,1556.0,3499.0
19894adaebf945ff92ef14c1af2760f0,3022.0,170.0,1928.0,4505.0,3022.0,147.0,1958.0,4471.0
19bb91c4b69944d488af0764525495ed,2719.0,25.0,1583.0,4057.0,2719.0,25.0,1547.0,4118.0
1a06fa5b2f754052b37cb46ed7266fbd,1776.0,4.0,832.0,2668.0,1776.0,5.0,814.0,2662.0
1a1067afa89649dc94afee2d5d4bbe9f,1833.0,65.0,1197.0,2759.0,1833.0,60.0,1190.0,2675.0
1a8c4e4f63bc436f92b9f0b0d9670183,1083.0,1.0,457.0,1655.0,1083.0,1.0,444.0,1630.0
1ad31259460242a39eb0f05912c8af2d,2735.0,52.0,1691.0,4051.0,2735.0,47.0,1632.0,4169.0
1ad358e497ad472d989758a92176968a,2671.0,79.0,1696.0,3948.0,2671.0,74.0,1681.0,3909.0
1b08cefd6f72486dad2309bac7c9dacf,1316.0,1.0,409.0,1971.0,1316.0,1.0,377.0,2011.0
1b39a0a8d2fe4d44a671e3051d1183f0,1231.0,2.0,625.0,1837.0,1231.0,2.0,606.0,1893.0
1b3b00321a1442188803297c6ef2976f,3426.0,1.0,1000.0,5103.0,3426.0,1.0,1051.0,5131.0
1b3d88df65d44452b3e329724a4069e1,1709.0,4.0,834.0,2519.0,1709.0,6.0,837.0,2515.0
1b4e38aa8ecb4f20a726d6e5044006d1,1350.0,106.0,876.0,2045.0,1350.0,111.0,885.0,2025.0
1b9e0c52f0e046f6839a167d5e6357c2,612.0,31.0,400.0,892.0,612.0,41.0,386.0,891.0
1ba59781ca19470e90950931720d47a4,522.0,1.0,93.0,802.0,522.0,1.0,100.0,800.0
1bbdde0048104f39bbde4b348582a021,1403.0,157.0,933.0,2107.0,1403.0,154.0,936.0,2105.0
1c09a70a6ce64ced851f47a76f798985,597.0,64.0,402.0,884.0,597.0,69.0,410.0,893.0
1c0ebdac8ee343999e90d98a93632436,2970.0,1.0,1226.0,4421.0,2970.0,1.0,1201.0,4461.0
1c41d2c76c4c46eab043a20df0cdeb23,369.0,2.0,165.0,544.0,369.0,1.0,173.0,554.0
1c71fb4003f84de8b341064a3f608ca2,912.0,41.0,588.0,1387.0,912.0,52.0,579.0,1348.0
1ca7d052a83b454691224c4660b712af,2402.0,21.0,1341.0,3580.0,2402.0,17.0,1344.0,3670.0
1ccb5577252642f18616332c1358d269,1102.0,1.0,457.0,1654.0,1102.0,2.0,466.0,1665.0
1cea6d6c02234fdfb5cd3c63615ec463,1387.0,1.0,263.0,2027.0,1387.0,1.0,258.0,2047.0
1cf6055461264c5893025936d65fa8c3,498.0,6.0,275.0,733.0,498.0,4.0,270.0,766.0
1cfb582b765f43baa14755d8341c8958,1384.0,1.0,575.0,2079.0,1384.0,1.0,586.0,2088.0
1cff814100f6475b87503edd18ec6deb,2084.0,32.0,1226.0,3115.0,2084.0,35.0,1283.0,3112.0
1d105c76a96a41a5894320eed7e2b84a,784.0,16.0,523.0,1223.0,784.0,26.0,511.0,1146.0
1d17610849954a49a95563e1d77e61a5,1001.0,1.0,181.0,1486.0,1001.0,1.0,178.0,1482.0
1d63b2d22eda4206bb3c9c35909f0a44,3029.0,320.0,2014.0,4511.0,3029.0,310.0,2033.0,4544.0
1d75e5f70b6f40a8a44d0638c152e5e0,139.0,1.0,32.0,210.0,139.0,1.0,35.0,187.0
1d884b30866b460ebf177b0b2ba8e2a7,3187.0,154.0,2142.0,4798.0,3187.0,154.0,2089.0,4833.0
1db28627c3c748868f4eb7c6afb8d083,1335.0,133.0,907.0,2035.0,1335.0,138.0,891.0,2009.0
1dc2dabd33b84ad6b93c414bcf0ec95c,3607.0,1.0,673.0,5343.0,3607.0,1.0,682.0,5376.0
1deb4d3ff6234bf9a6d24af342ab88a6,873.0,1.0,272.0,1293.0,873.0,1.0,281.0,1293.0
1df329597fc24b3baf4cce833d68cf70,54.0,1.0,43.0,88.0,54.0,3.0,36.0,91.0
1e1fe0d9e97d4526b50d31008fd6741f,1480.0,47.0,934.0,2212.0,1480.0,46.0,925.0,2181.0
1e20465533c545f98332ff14d5a0af22,2677.0,19.0,1451.0,4026.0,2677.0,12.0,1510.0,4053.0
1e462b55610c4c2b8a8dde05bf50f622,3475.0,10.0,1717.0,5164.0,3475.0,11.0,1688.0,5253.0
1e6b0343be4049b0aee15b212d7c7e0c,628.0,1.0,106.0,953.0,628.0,1.0,146.0,928.0
1e93095cd895435088b566958b1ccff3,74.0,1.0,15.0,107.0,74.0,1.0,18.0,112.0
1e93dd4cdd4e4b4b8b122a0aa72191a8,935.0,2.0,456.0,1417.0,935.0,2.0,465.0,1361.0
1ebf95991c8a44079ccb2127b946650b,1133.0,1.0,321.0,1718.0,1133.0,1.0,356.0,1703.0
1f05c8c46be74f9fa44d947048d6d4af,1823.0,1.0,782.0,2714.0,1823.0,2.0,743.0,2798.0
1f57ecb3585e44008ef97dd8fefd4921,3472.0,35.0,1956.0,5206.0,3472.0,21.0,1956.0,5310.0
1f5a50fa8e504613bb4e5c8afa871714,1521.0,4.0,760.0,2278.0,1521.0,4.0,776.0,2287.0
1fc56d59dc284c3ca4fa433b1be1831c,1734.0,1.0,344.0,2552.0,1734.0,1.0,353.0,2530.0
1fe6a97a37db4d0f857a18d4338b1f64,803.0,78.0,531.0,1226.0,803.0,77.0,540.0,1186.0
1ffd8282f0d74ce9843f66ad57dc4c9a,2708.0,1.0,847.0,4034.0,2708.0,2.0,836.0,4067.0
200de9a8605340028b87d71799b1b3f1,1025.0,81.0,674.0,1486.0,1025.0,76.0,678.0,1538.0
2028ed71cbed4d009cf6c5c659e7cebf,2412.0,222.0,1575.0,3624.0,2412.0,193.0,1588.0,3668.0
203e56847f2641a2be863c98ac537c0e,1248.0,29.0,754.0,1901.0,1248.0,26.0,769.0,1852.0
205bb313363144a78a8e0bd24e3985ef,1191.0,64.0,794.0,1786.0,1191.0,44.0,819.0,1766.0
20793de91ef24a898fb6ee65261cbaa6,2306.0,11.0,1275.0,3478.0,2306.0,17.0,1252.0,3533.0
207d7ff8c08b426f9c8aaacd99110137,2352.0,1.0,455.0,3520.0,2352.0,1.0,451.0,3494.0
209e224db7de4340ba37e0da21dc8bc9,524.0,1.0,84.0,783.0,524.0,1.0,99.0,757.0
20cd9e13fa734f608b7a8c1952b80602,1905.0,1.0,759.0,2923.0,1905.0,4.0,781.0,2863.0
210b89f61b71496fae6efda226c4061a,3577.0,102.0,2287.0,5418.0,3577.0,109.0,2293.0,5328.0
2139abf2b53b464881d1984c26595b03,3310.0,3.0,1343.0,4966.0,3310.0,2.0,1362.0,4937.0
216d1dbfd9044a3ba0b5dc4fd4bd5f66,2309.0,0.0,951.0,3498.0,2309.0,2.0,981.0,3441.0
218a2e5b58c14350b6d0aca946b59432,472.0,1.0,86.0,720.0,472.0,1.0,83.0,734.0
21919958cb2148fba9cde810c8a3bdc5,1825.0,164.0,1180.0,2700.0,1825.0,132.0,1221.0,2748.0
21d9f43428124466bb3ca6b3bfd31859,2778.0,149.0,1798.0,4105.0,2778.0,130.0,1805.0,4136.0
21fe3d9e72144d62a3e79ee7e8444cc0,794.0,0.0,168.0,1176.0,794.0,1.0,159.0,1167.0
225b961b088e4672b647ac910fd7fc36,2893.0,2.0,1192.0,4390.0,2893.0,2.0,1191.0,4354.0
2260eee972c342c9b8a71a12f9cafc07,2033.0,14.0,1121.0,3041.0,2033.0,14.0,1125.0,3126.0
226b02c51b2e473e83c32f1df0c76052,2012.0,181.0,1362.0,3010.0,2012.0,200.0,1329.0,3009.0
228883883e1e48388427bda2b3c8315d,1983.0,92.0,1321.0,3012.0,1983.0,96.0,1296.0,2980.0
2298c70a51d141358c0edd5742882ec1,2591.0,93.0,1657.0,3843.0,2591.0,87.0,1676.0,3820.0
22c05916135647ec9a8ab3dd2c3c6bb6,461.0,6.0,267.0,684.0,461.0,5.0,262.0,696.0
23212d6c159e40ed860ae6185cd7d7b7,2714.0,2.0,1085.0,4084.0,2714.0,1.0,1094.0,4075.0
23246a184c4f4cceb743f373e17334f1,2050.0,38.0,1257.0,3034.0,2050.0,37.0,1236.0,3116.0
2346d694cdf54defb22be7743dec8c7c,2331.0,35.0,1421.0,3538.0,2331.0,34.0,1418.0,3479.0
235ff08f0e4c463ab66e4a16400f0c6c,1740.0,52.0,1067.0,2587.0,1740.0,46.0,1118.0,2621.0
236aefc0196c45fe9dc35fe1ff331745,2695.0,187.0,1780.0,4027.0,2695.0,186.0,1804.0,4095.0
239e85b5e85a4420a60e8c3459136ffa,2502.0,10.0,1222.0,3821.0,2502.0,5.0,1244.0,3825.0
23b1dcf38eb24f9b92f9cf574d1247ad,1246.0,50.0,841.0,1858.0,1246.0,58.0,825.0,1878.0
23cad618b1234fb587c29d441f05b717,3423.0,1.0,980.0,5214.0,3423.0,1.0,975.0,5158.0
23dcddcecf4341869289a0b9b35b87c2,1176.0,54.0,764.0,1738.0,1176.0,65.0,762.0,1724.0
240b09855c8843ad911c41965faf4d20,1790.0,0.0,693.0,2756.0,1790.0,3.0,706.0,2638.0
240c4d775e844ef59874a16e0d6188c0,773.0,23.0,514.0,1156.0,773.0,27.0,507.0,1174.0
2432af328dd343ee932184b0602db048,3006.0,10.0,1449.0,4467.0,3006.0,5.0,1475.0,4454.0
2442c7be4e5f4980a5c74eefa62713c6,2264.0,226.0,1515.0,3374.0,2264.0,217.0,1512.0,3378.0
24ccb0807d93488b98b80ed87e5fa831,2654.0,271.0,1724.0,3873.0,2654.0,267.0,1754.0,3901.0
24e170c6420f4ed19e422a6b2d31016f,984.0,1.0,192.0,1479.0,984.0,1.0,191.0,1464.0
250fa18a6d414fb98b44e0fa166a9a35,3383.0,261.0,2275.0,5052.0,3383.0,250.0,2277.0,5126.0
2547cc6d5d5a4627984d085811b6570d,2661.0,1.0,840.0,4019.0,2661.0,1.0,810.0,4041.0
25791138b1874ea59138a8dc762fbba9,1631.0,68.0,1066.0,2460.0,1631.0,83.0,1053.0,2412.0
258c58632cd946ae994c631fdef786ad,2626.0,1.0,814.0,3982.0,2626.0,1.0,838.0,3982.0
25bee519a37649b197e5505aff719991,3153.0,1.0,949.0,4780.0,3153.0,2.0,954.0,4744.0
25c87a2432e4403598b57a863216e87c,3014.0,1.0,589.0,4556.0,3014.0,1.0,596.0,4577.0
25f1932b2ac04123af8e9017be2f1faa,165.0,15.0,106.0,245.0,165.0,7.0,112.0,256.0
261887ff1b2742219c5220e16320e298,2434.0,117.0,1603.0,3643.0,2434.0,121.0,1595.0,3641.0
262ec1e52c134d3d9c0db6400420d300,3529.0,51.0,2134.0,5244.0,3529.0,52.0,2108.0,5248.0
264be0fdaf9047d9b5a7f2423014d5e7,752.0,1.0,213.0,1094.0,752.0,1.0,247.0,1077.0
26d029aeed614bafacdec8eaa83f897d,2996.0,328.0,2012.0,4532.0,2996.0,337.0,2000.0,4514.0
26fda982064c406db861b875ecaa1736,1754.0,1.0,535.0,2698.0,1754.0,1.0,542.0,2609.0
271a8abcf5e0435485712fa4f859d971,2519.0,19.0,1368.0,3815.0,2519.0,16.0,1426.0,3722.0
275423dd29f4485f8c66ea5b839fa259,96.0,11.0,65.0,153.0,96.0,9.0,61.0,156.0
278d03e6427d4eb5ac011a3ab3199f59,45.0,1.0,29.0,69.0,45.0,3.0,29.0,65.0
278e72c0779a43c4b0eefa475df603a7,2803.0,13.0,1376.0,4196.0,2803.0,10.0,1380.0,4142.0
27dee7e29cf34419877260c3ea91391d,442.0,10.0,269.0,664.0,442.0,10.0,264.0,662.0
